Ursprungsname;Anteil_NA;Anzahl_unters_Werte;Analysename
t_grundbuch.item.lfdnr.480;99.96;1;
t_grundbuch.item.lfdnr.481;99.96;1;
t_grundbuch.item.lfdnr.482;99.96;1;
t_grundbuch.item.lfdnr.483;99.96;1;
t_grundbuch.item.lfdnr.484;99.96;1;
t_grundbuch.item.lfdnr.485;99.96;1;
t_grundbuch.item.lfdnr.486;99.96;1;
t_grundbuch.item.lfdnr.487;99.96;1;
t_grundbuch.item.lfdnr.488;99.96;1;
t_grundbuch.item.lfdnr.489;99.96;1;
t_grundbuch.item.lfdnr.49;99.71;1;
t_grundbuch.item.lfdnr.490;99.96;1;
t_grundbuch.item.lfdnr.491;99.96;1;
t_grundbuch.item.lfdnr.492;99.96;1;
t_grundbuch.item.lfdnr.493;99.96;1;
t_grundbuch.item.lfdnr.494;99.96;1;
t_grundbuch.item.lfdnr.495;99.96;1;
t_grundbuch.item.lfdnr.496;99.96;1;
t_grundbuch.item.lfdnr.497;99.96;1;
t_grundbuch.item.lfdnr.498;99.96;1;
t_grundbuch.item.lfdnr.499;99.96;1;
t_grundbuch.item.lfdnr.50;99.71;1;
t_grundbuch.item.lfdnr.500;99.96;1;
t_grundbuch.item.lfdnr.501;99.96;1;
t_grundbuch.item.lfdnr.502;99.96;1;
t_grundbuch.item.lfdnr.503;99.96;1;
t_grundbuch.item.lfdnr.504;99.96;1;
t_grundbuch.item.lfdnr.505;99.96;1;
t_grundbuch.item.lfdnr.506;99.96;1;
t_grundbuch.item.lfdnr.507;99.96;1;
t_grundbuch.item.lfdnr.508;99.96;1;
t_grundbuch.item.lfdnr.509;99.96;1;
t_grundbuch.item.lfdnr.51;99.71;1;
t_grundbuch.item.lfdnr.510;99.96;1;
t_grundbuch.item.lfdnr.511;99.96;1;
t_grundbuch.item.lfdnr.512;99.96;1;
t_grundbuch.item.lfdnr.513;99.96;1;
t_grundbuch.item.lfdnr.514;99.96;1;
t_grundbuch.item.lfdnr.515;99.96;1;
t_grundbuch.item.lfdnr.516;99.96;1;
t_grundbuch.item.lfdnr.517;99.96;1;
t_grundbuch.item.lfdnr.518;99.96;1;
t_grundbuch.item.lfdnr.519;99.96;1;
t_grundbuch.item.lfdnr.52;99.71;1;
t_grundbuch.item.lfdnr.520;99.96;1;
t_grundbuch.item.lfdnr.521;99.96;1;
t_grundbuch.item.lfdnr.522;99.96;1;
t_grundbuch.item.lfdnr.523;99.96;1;
t_grundbuch.item.lfdnr.524;99.96;1;
t_grundbuch.item.lfdnr.525;99.96;1;
t_grundbuch.item.lfdnr.526;99.96;1;
t_grundbuch.item.lfdnr.527;99.96;1;
t_grundbuch.item.lfdnr.528;99.96;1;
t_grundbuch.item.lfdnr.529;99.96;1;
t_grundbuch.item.lfdnr.53;99.71;1;
t_grundbuch.item.lfdnr.530;99.96;1;
t_grundbuch.item.lfdnr.531;99.96;1;
t_grundbuch.item.lfdnr.532;99.96;1;
t_grundbuch.item.lfdnr.533;99.96;1;
t_grundbuch.item.lfdnr.534;99.96;1;
t_grundbuch.item.lfdnr.535;99.96;1;
t_grundbuch.item.lfdnr.536;99.96;1;
t_grundbuch.item.lfdnr.537;99.96;1;
t_grundbuch.item.lfdnr.538;99.96;1;
t_grundbuch.item.lfdnr.539;99.96;1;
t_grundbuch.item.lfdnr.54;99.71;1;
t_grundbuch.item.lfdnr.540;99.96;1;
t_grundbuch.item.lfdnr.541;99.96;1;
t_grundbuch.item.lfdnr.542;99.96;1;
t_grundbuch.item.lfdnr.543;99.96;1;
t_grundbuch.item.lfdnr.544;99.96;1;
t_grundbuch.item.lfdnr.545;99.96;1;
t_grundbuch.item.lfdnr.546;99.96;1;
t_grundbuch.item.lfdnr.547;99.96;1;
t_grundbuch.item.lfdnr.548;99.96;1;
t_grundbuch.item.lfdnr.549;99.96;1;
t_grundbuch.item.lfdnr.55;99.74;1;
t_grundbuch.item.lfdnr.550;99.96;1;
t_grundbuch.item.lfdnr.551;99.96;1;
t_grundbuch.item.lfdnr.552;99.96;1;
t_grundbuch.item.lfdnr.553;99.96;1;
t_grundbuch.item.lfdnr.554;99.96;1;
t_grundbuch.item.lfdnr.555;99.96;1;
t_grundbuch.item.lfdnr.556;99.96;1;
t_grundbuch.item.lfdnr.557;99.96;1;
t_grundbuch.item.lfdnr.558;99.96;1;
t_grundbuch.item.lfdnr.559;99.96;1;
t_grundbuch.item.lfdnr.56;99.74;1;
t_grundbuch.item.lfdnr.560;99.96;1;
t_grundbuch.item.lfdnr.561;99.96;1;
t_grundbuch.item.lfdnr.562;99.96;1;
t_grundbuch.item.lfdnr.57;99.74;1;
t_grundbuch.item.lfdnr.58;99.74;1;
t_grundbuch.item.lfdnr.59;99.74;1;
t_grundbuch.item.lfdnr.60;99.74;1;
t_grundbuch.item.lfdnr.61;99.74;1;
t_grundbuch.item.lfdnr.62;99.74;1;
t_grundbuch.item.lfdnr.63;99.74;1;
t_grundbuch.item.lfdnr.64;99.78;1;
t_grundbuch.item.lfdnr.65;99.78;1;
t_grundbuch.item.lfdnr.66;99.78;1;
t_grundbuch.item.lfdnr.67;99.78;1;
t_grundbuch.item.lfdnr.68;99.78;1;
t_grundbuch.item.lfdnr.69;99.82;1;
t_grundbuch.item.lfdnr.70;99.82;1;
t_grundbuch.item.lfdnr.71;99.82;1;
t_grundbuch.item.lfdnr.72;99.82;1;
t_grundbuch.item.lfdnr.73;99.85;1;
t_grundbuch.item.lfdnr.74;99.85;1;
t_grundbuch.item.lfdnr.75;99.85;1;
t_grundbuch.item.lfdnr.76;99.85;1;
t_grundbuch.item.lfdnr.77;99.85;1;
t_grundbuch.item.lfdnr.78;99.85;1;
t_grundbuch.item.lfdnr.79;99.85;1;
t_grundbuch.item.lfdnr.80;99.85;1;
t_grundbuch.item.lfdnr.81;99.85;1;
t_grundbuch.item.lfdnr.82;99.85;1;
t_grundbuch.item.lfdnr.83;99.85;1;
t_grundbuch.item.lfdnr.84;99.85;1;
t_grundbuch.item.lfdnr.85;99.89;1;
t_grundbuch.item.lfdnr.86;99.89;1;
t_grundbuch.item.lfdnr.87;99.89;1;
t_grundbuch.item.lfdnr.88;99.89;1;
t_grundbuch.item.lfdnr.89;99.89;1;
t_grundbuch.item.lfdnr.90;99.89;1;
t_grundbuch.item.lfdnr.91;99.89;1;
t_grundbuch.item.lfdnr.92;99.89;1;
t_grundbuch.item.lfdnr.93;99.89;1;
t_grundbuch.item.lfdnr.94;99.89;1;
t_grundbuch.item.lfdnr.95;99.89;1;
t_grundbuch.item.lfdnr.96;99.96;1;
t_grundbuch.item.lfdnr.97;99.96;1;
t_grundbuch.item.lfdnr.98;99.96;1;
t_grundbuch.item.lfdnr.99;99.96;1;
t_immissionsquelle.item.l_immissionsquelle;99.48;2;
t_kaufpreiskorrektur.item.kaufpreiskorrektur_entn;79.65;27;
t_kaufpreiskorrektur.item.kaufpreiskorrektur_entn.02;97.57;10;
t_kaufpreiskorrektur.item.kaufpreiskorrektur_entn.03;99.3;4;
t_kaufpreiskorrektur.item.kaufpreiskorrektur_wert;79.65;105;
t_kaufpreiskorrektur.item.kaufpreiskorrektur_wert.02;97.57;16;
t_kaufpreiskorrektur.item.kaufpreiskorrektur_wert.03;99.3;4;
t_kaufpreiskorrektur.item.l_kaufpreiskorrektur;79.65;105;
t_kaufpreiskorrektur.item.l_kaufpreiskorrektur.02;97.57;12;
t_kaufpreiskorrektur.item.l_kaufpreiskorrektur.03;99.3;3;
t_nebenflaechen.item.nebenflaeche_abs_bodenwert;99;5;
t_nebenflaechen.item.nebenflaeche_flaeche;99;6;
t_nebenflaechen.item.nebenflaeche_rel_bodenwert;99;5;
t_nebenflaechen.item.nebenflaeche_text;99;3;
t_rechtebelastungen.item.l_rechte_belastungen;56.43;207;
t_rechtebelastungen.item.l_rechte_belastungen.02;78.81;121;
t_rechtebelastungen.item.l_rechte_belastungen.03;95.61;43;
t_rechtebelastungen.item.l_rechte_belastungen.04;98.82;11;
t_rechtebelastungen.item.l_rechte_belastungen.05;99.26;4;
t_rechtebelastungen.item.l_wertrelevant;56.43;4;
t_rechtebelastungen.item.l_wertrelevant.02;78.81;4;
t_rechtebelastungen.item.l_wertrelevant.03;95.61;4;
t_rechtebelastungen.item.l_wertrelevant.04;98.82;2;
t_rechtebelastungen.item.l_wertrelevant.05;99.26;1;
t_rechtebelastungen.item.rechte_wert;56.43;4;
t_rechtebelastungen.item.rechte_wert.02;78.81;2;
t_rechtebelastungen.item.rechte_wert.03;95.61;2;
t_rechtebelastungen.item.rechte_wert.04;98.82;2;
t_rechtebelastungen.item.rechte_wert.05;99.26;1;
t_zusatzwf.item.l_zusatzwf_beschr;99.56;10;
t_zusatzwf.item.zusatzwf;99.56;1;
t_zusatzwf.item.zusatzwf_wert;99.56;11;
teilmarkt;0;1;
urkundejahr;0;8;Jahr
urkundenr;0;1050;
verkehrswert_ermit;99.48;3;
vertragdatum;0;1072;
vollgeschosse_planungsrecht;99.12;3;
wfinsg_hg;0;1083;m2
zahlgrundstuecke;98.01;7;
zusaetzlicheausst;81.5;202;
zusatzwf;99.59;10;
